vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
MOV,Movado Group Inc.,Consumer Cyclical,Luxury Goods,United States,,yfinance
MOVE,"Corvex, Inc.",Technology,Software - Infrastructure,United States,27635745.0,yfinance
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,United States,178022198.0,yfinance
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts,United States,18933207.0,yfinance
MPB,"Mid Penn Bancorp, Inc.",Financial Services,Banks - Regional,United States,25320686.0,yfinance
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,291936635.0,yfinance
MPLT,"MapLight Therapeutics, Inc.",Healthcare,Biotechnology,United States,42618165.0,yfinance
MPT,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,United States,598100000.0,yfinance
MPTI,"M-tron Industries, Inc.",Technology,Electronic Components,United States,4321443.0,yfinance
MPU,Mega Matrix Inc.,Communication Services,Entertainment,Singapore,62065493.0,yfinance
MPV,Barings Participation Investors,Financial Services,Asset Management,United States,10773235.0,yfinance
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,United States,49130000.0,yfinance
MQ,"Marqeta, Inc.",Technology,Software - Infrastructure,United States,97000000.0,yfinance
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,United States,23447577.0,yfinance
MRBK,Meridian Corporation,Financial Services,Banks - Regional,United States,11890278.0,yfinance
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,United States,60043283.0,yfinance
MRDN,Meridian Holdings Inc.,Consumer Cyclical,Gambling,United States,12652417.0,yfinance
MRK,"Merck & Company, Inc.",Healthcare,Drug Manufacturers - General,United States,,yfinance
MRKR,"Marker Therapeutics, Inc.",Healthcare,Biotechnology,United States,16673127.0,yfinance
MRLN,"Merlin, Inc.",Industrials,Aerospace & Defense,United States,96524052.0,yfinance
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,United States,396786259.0,yfinance
MRNO,Murano Global Investments Plc,Real Estate,Real Estate - Development,United Kingdom,79718832.0,yfinance
MRP,"Millrose Properties, Inc.",Real Estate,REIT - Residential,United States,154228116.0,yfinance
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,477211268.0,yfinance
MRT,"Marti Technologies, Inc.",Technology,Software - Application,Turkey,85943792.0,yfinance
MRTN,"Marten Transport, Ltd.",Industrials,Trucking,United States,81589135.0,yfinance
MRVI,"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology,United States,147506164.0,yfinance
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,United States,875766423.0,yfinance
MRX,Marex Group Limited,Financial Services,Capital Markets,United Kingdom,,yfinance
MS,Morgan Stanley,Financial Services,Capital Markets,United States,1572000000.0,yfinance
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,United States,38604089.0,yfinance
MSAI,"MultiSensor AI Holdings, Inc.",Technology,Electronic Components,United States,2019434.0,yfinance
MSB,Mesabi Trust,Basic Materials,Steel,United States,,yfinance
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks - Regional,United States,20752112.0,yfinance
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,United States,72700000.0,yfinance
MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,United States,18843946.0,yfinance
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,United States,7425545491.0,yfinance
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,United States,40438480.0,yfinance
MSGM,Motorsport Games Inc.,Communication Services,Electronic Gaming & Multimedia,United States,4174055.0,yfinance
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,United States,19546590.0,yfinance
MSGY,Masonglory Limited,Industrials,Engineering & Construction,Hong Kong,14225000.0,yfinance
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,United States,165995582.0,yfinance
MSLE,Satellos Bioscience Inc.,Healthcare,Biotechnology,Canada,20831190.0,yfinance
MSM,"MSC Industrial Direct Company, ",Industrials,Industrial Distribution,United States,,yfinance
MSN,Emerson Radio Corp.,Technology,Consumer Electronics,United States,21042652.0,yfinance
MSS,Maison Solutions Inc.,Consumer Defensive,Grocery Stores,United States,810539.0,yfinance
MSTR,Strategy Inc,Technology,Software - Application,United States,345679375.0,yfinance
MT,ArcelorMittal S.A.,Basic Materials,Steel,Luxembourg,754041698.0,yfinance
MTA,Metalla Royalty & Streaming Ltd.,Basic Materials,Other Precious Metals & Mining,Canada,93442762.0,yfinance
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,United States,144933000.0,yfinance
MTC,"MMTec, Inc.",Financial Services,Capital Markets,Hong Kong,99587811.0,yfinance
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,United States,,yfinance
MTD,"Mettler-Toledo International, I",Healthcare,Diagnostics & Research,Switzerland,,yfinance
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,United States,124178227.0,yfinance
MTEK,Maris-Tech Ltd.,Technology,Electronic Components,Israel,10429300.0,yfinance
MTEN,Mingteng International Corporation Inc.,Industrials,Metal Fabrication,China,6892765.0,yfinance
MTEX,"Mannatech, Incorporated",Consumer Defensive,Food Distribution,United States,1929670.0,yfinance
MTG,MGIC Investment Corporation,Financial Services,Insurance - Specialty,United States,205124840.0,yfinance
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,United States,65174093.0,yfinance
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,United States,35633526.0,yfinance
MTNB,"Matinas BioPharma Holdings, Inc.",Healthcare,Biotechnology,United States,6406191.0,yfinance
MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,United States,1863590.0,yfinance
MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,United States,20801485.0,yfinance
MTRX,Matrix Service Company,Industrials,Engineering & Construction,United States,28133850.0,yfinance
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,United States,76295774.0,yfinance
MTUS,Metallus Inc.,Basic Materials,Steel,United States,41627806.0,yfinance
MTVA,MetaVia Inc.,Healthcare,Biotechnology,United States,5164370.0,yfinance
MTW,"The Manitowoc Company, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,35909584.0,yfinance
MTX,Minerals Technologies Inc.,Basic Materials,Specialty Chemicals,United States,,yfinance
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,United States,80304948.0,yfinance
MYSE,"Myseum.AI, Inc.",Technology,Software - Application,United States,5196430.0,yfinance
MYSZ,"My Size, Inc.",Consumer Cyclical,Apparel Retail,Israel,4818164.0,yfinance
MZTI,The Marzetti Company,Consumer Defensive,Packaged Foods,United States,27422381.0,yfinance
NABL,"N-able, Inc.",Technology,Information Technology Services,United States,188378290.0,yfinance
NAGE,"Niagen Bioscience, Inc.",Healthcare,Biotechnology,United States,79644327.0,yfinance
NAII,"Natural Alternatives International, Inc.",Consumer Defensive,Packaged Foods,United States,6275229.0,yfinance
NAK,"Northern Dynasty Minerals, Ltd.",Basic Materials,Other Industrial Metals & Mining,Canada,,yfinance
NAKA,Nakamoto Inc.,Financial Services,Capital Markets,United States,17402139.0,yfinance
NAMM,Namib Minerals,Basic Materials,Gold,Cayman Islands,54482657.0,yfinance
NAMS,NewAmsterdam Pharma Company N.V.,Healthcare,Biotechnology,Netherlands,116903979.0,yfinance
NAT,Nordic American Tankers Limited,Energy,Oil & Gas Midstream,Bermuda,,yfinance
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,United States,4094405.0,yfinance
NATL,NCR Atleos Corporation,Technology,Software - Application,United States,73797901.0,yfinance
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,Packaged Foods,United States,17584871.0,yfinance
NAUT,"Nautilus Biotechnology, Inc.",Healthcare,Biotechnology,United States,127255223.0,yfinance
NAVI,Navient Corporation,Financial Services,Credit Services,United States,93989417.0,yfinance
NAVN,"Navan, Inc.",Technology,Software - Application,United States,239026566.0,yfinance
NB,NioCorp Developments Ltd.,Basic Materials,Other Industrial Metals & Mining,United States,145587048.0,yfinance
NBBK,"NB Bancorp, Inc.",Financial Services,Banks - Regional,United States,43818490.0,yfinance
NBHC,National Bank Holdings Corporation,Financial Services,Banks - Regional,United States,44537718.0,yfinance
NBIS,Nebius Group N.V.,Communication Services,Internet Content & Information,Netherlands,220406311.0,yfinance
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,100549983.0,yfinance
NBN,Northeast Bank,Financial Services,Banks - Regional,United States,,yfinance
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,Bermuda,14795909.0,yfinance
NBRG,Newbridge Acquisition Limited,Financial Services,Shell Companies,Hong Kong,6108750.0,yfinance
NBTB,NBT Bancorp Inc.,Financial Services,Banks - Regional,United States,52010232.0,yfinance
NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,France,50785785.0,yfinance
NC,"NACCO Industries, Inc.",Energy,Thermal Coal,United States,5978790.0,yfinance
NCDL,Nuveen Churchill Direct Lending Corp.,Financial Services,Asset Management,United States,49387065.0,yfinance
NCEL,NewcelX Ltd.,Healthcare,Biotechnology,Switzerland,5383871.0,yfinance
NCEW,New Century Logistics (BVI) Limited,Industrials,Integrated Freight & Logistics,Hong Kong,3200000.0,yfinance
NCI,Neo-Concept International Group Holdings Limited,Consumer Cyclical,Apparel Manufacturing,Hong Kong,2289252.0,yfinance
NCL,Northann Corp.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,53733083.0,yfinance
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,United States,459158514.0,yfinance
NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies,United States,93780289.0,yfinance
NCNO,"nCino, Inc.",Technology,Software - Application,United States,109552950.0,yfinance
NCPL,Netcapital Inc.,Financial Services,Capital Markets,United States,7847899.0,yfinance
NCRA,"Nocera, Inc.",Consumer Defensive,Packaged Foods,Taiwan,1560326.0,yfinance
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oil & Gas Equipment & Services,United States,2624523.0,yfinance
NCT,Intercont (Cayman) Limited,Industrials,Marine Shipping,Hong Kong,,yfinance
NCTY,The9 Limited,Financial Services,Capital Markets,China,15273167.0,yfinance
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,558977372.0,yfinance
NDLS,Noodles & Company,Consumer Cyclical,Restaurants,United States,5966660.0,yfinance
NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,United States,1270077.0,yfinance
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,United States,55717948.0,yfinance
NE,Noble Corporation plc,Energy,Oil & Gas Drilling,United States,159642218.0,yfinance
NECB,"Northeast Community Bancorp, Inc.",Financial Services,Banks - Regional,United States,13771951.0,yfinance
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,2085978209.0,yfinance
NEGG,"Newegg Commerce, Inc.",Consumer Cyclical,Internet Retail,United States,20973423.0,yfinance
NEM,Newmont Corporation,Basic Materials,Gold,United States,1053692271.0,yfinance
NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,United States,128475440.0,yfinance
NEOG,Neogen Corporation,Healthcare,Medical Devices,United States,218056016.0,yfinance
NEON,Neonode Inc.,Technology,Electronic Components,Sweden,16782922.0,yfinance
NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,United States,54906423.0,yfinance
NEPH,"Nephros, Inc.",Healthcare,Medical Instruments & Supplies,United States,10856546.0,yfinance
NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,United States,46588709.0,yfinance
NESR,National Energy Services Reunited Corp.,Energy,Oil & Gas Equipment & Services,United States,100847255.0,yfinance
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,United States,321184834.0,yfinance
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,United States,9196406.0,yfinance
NEUP,Neuphoria Therapeutics Inc.,Healthcare,Biotechnology,United States,5404551.0,yfinance
NEWP,New Pacific Metals Corp.,Basic Materials,Silver,Canada,185069855.0,yfinance
NEWT,"NewtekOne, Inc.",Financial Services,Banks - Regional,United States,28891150.0,yfinance
NEXA,Nexa Resources S.A.,Basic Materials,Other Industrial Metals & Mining,Luxembourg,132438611.0,yfinance
NEXM,NexMetals Mining Corp.,Basic Materials,Other Industrial Metals & Mining,Canada,35648164.0,yfinance
NEXN,Nexxen International Ltd.,Communication Services,Advertising Agencies,Israel,55720779.0,yfinance
NEXR,Nexera Technologies Ltd,Consumer Cyclical,Internet Retail,Israel,557464.0,yfinance
NEXT,NextDecade Corporation,Energy,Oil & Gas Equipment & Services,United States,266185433.0,yfinance
NFE,New Fortress Energy Inc.,Energy,Oil & Gas Midstream,United States,285634650.0,yfinance
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,United States,95045099.0,yfinance
NFGC,New Found Gold Corp.,Basic Materials,Gold,Canada,384082549.0,yfinance
NFLX,"Netflix, Inc.",Communication Services,Entertainment,United States,4163939676.0,yfinance
NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada,438780614.0,yfinance
NGEN,NervGen Pharma Corp.,Healthcare,Biotechnology,Canada,106412633.0,yfinance
NGNE,Neurogene Inc.,Healthcare,Biotechnology,United States,19950314.0,yfinance
NGS,"Natural Gas Services Group, Inc",Energy,Oil & Gas Equipment & Services,United States,,yfinance
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Grocery Stores,United States,23040786.0,yfinance
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,United States,34377922.0,yfinance
NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,United States,15619641.0,yfinance
NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,United States,,yfinance
NHIC,NewHold Investment Corp III,,,,20905100.0,yfinance
NHP,"National Healthcare Properties, Inc.",Real Estate,REIT - Healthcare Facilities,United States,73553433.0,yfinance
NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,United States,8577848.0,yfinance
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,United States,479439245.0,yfinance
NIC,"Nicolet Bankshares, Inc.",Financial Services,Banks - Regional,United States,21060762.0,yfinance
NIKI,"Niki BioSolutions, Inc.",Healthcare,Biotechnology,United States,634682.0,yfinance
NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas Equipment & Services,United States,13949990.0,yfinance
NIVF,NewGenIvf Group Limited,Healthcare,Medical Care Facilities,Thailand,3419922.0,yfinance
NIXX,"Nixxy, Inc.",Communication Services,Telecom Services,United States,28637794.0,yfinance
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,United States,100921573.0,yfinance
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,United States,1202110951.0,yfinance
NKLR,Terra Innovatum Global N.V.,Utilities,Utilities - Regulated Electric,Italy,110500908.0,yfinance
NKSH,"National Bankshares, Inc.",Financial Services,Banks - Regional,United States,6368410.0,yfinance
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,United States,33786032.0,yfinance
NKTX,"Nkarta, Inc.",Healthcare,Biotechnology,United States,71545358.0,yfinance
NL,"NLI Holdings, Inc.",Industrials,Security & Protection Services,United States,,yfinance
NLOP,Net Lease Office Properties,Real Estate,REIT - Office,United States,14814075.0,yfinance
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,United States,753714442.0,yfinance
NMAD,"NOMAD Power Solutions, Inc.",Industrials,Electrical Equipment & Parts,United States,18284380.0,yfinance
NMAX,"Newsmax, Inc.",Communication Services,Broadcasting,United States,89921348.0,yfinance
NMFC,New Mountain Finance Corporation,Financial Services,Asset Management,United States,94452390.0,yfinance
NMG,Nouveau Monde Graphite Inc.,Basic Materials,Other Industrial Metals & Mining,Canada,329114330.0,yfinance
NMIH,"NMI Holdings, Inc.",Financial Services,Insurance - Specialty,United States,75217851.0,yfinance
NMRA,"Neumora Therapeutics, Inc.",Healthcare,Biotechnology,United States,185284244.0,yfinance
NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,United States,156242184.0,yfinance
NMTC,NeuroOne Medical Technologies Corporation,Healthcare,Medical Devices,United States,8702982.0,yfinance
NN,NextNav Inc.,Technology,Software - Infrastructure,United States,136436939.0,yfinance
NNBR,"NN, Inc.",Industrials,Conglomerates,United States,77283316.0,yfinance
NNE,NANO Nuclear Energy Inc.,Industrials,Specialty Industrial Machinery,United States,53698146.0,yfinance
NNI,"Nelnet, Inc.",Financial Services,Credit Services,United States,25317348.0,yfinance
NNN,"NNN REIT, Inc.",Real Estate,REIT - Retail,United States,190248177.0,yfinance
NNNN,Anbio Biotechnology,Healthcare,Medical Instruments & Supplies,Germany,43891200.0,yfinance
NNOX,Nano-X Imaging Ltd.,Healthcare,Medical Devices,Israel,69600783.0,yfinance
NNVC,"NanoViricides, Inc.",Healthcare,Biotechnology,United States,25499155.0,yfinance
NOA,North American Construction Group Ltd.,Energy,Oil & Gas Equipment & Services,Canada,27102572.0,yfinance
